tf,day_idx,dow,time_utc,contact_capacity,initial_contact_served,final_contact_served,delta_final_minus_initial
1027,3,Thu,13:35,66,9,6,-3
1028,3,Thu,13:40,66,9,6,-3
1029,3,Thu,13:45,66,9,6,-3
1030,3,Thu,13:50,66,9,6,-3
1031,3,Thu,13:55,66,9,6,-3
1032,3,Thu,14:00,66,8,5,-3
1033,3,Thu,14:05,66,8,5,-3
1034,3,Thu,14:10,66,8,5,-3
1035,3,Thu,14:15,66,8,5,-3
1036,3,Thu,14:20,66,8,5,-3
1037,3,Thu,14:25,66,9,6,-3
1038,3,Thu,14:30,66,10,7,-3
1039,3,Thu,14:35,66,10,7,-3
1040,3,Thu,14:40,66,10,7,-3
1041,3,Thu,14:45,66,10,7,-3
1042,3,Thu,14:50,66,10,7,-3
1043,3,Thu,14:55,66,10,7,-3
1044,3,Thu,15:00,66,10,7,-3
1045,3,Thu,15:05,66,10,7,-3
1046,3,Thu,15:10,66,10,7,-3
1047,3,Thu,15:15,66,10,7,-3
1048,3,Thu,15:20,66,10,7,-3
1049,3,Thu,15:25,66,12,9,-3
1050,3,Thu,15:30,66,12,9,-3
1051,3,Thu,15:35,66,14,11,-3
1052,3,Thu,15:40,66,15,12,-3
1053,3,Thu,15:45,66,15,12,-3
1054,3,Thu,15:50,66,15,12,-3
1055,3,Thu,15:55,66,15,12,-3
1056,3,Thu,16:00,66,18,15,-3
1057,3,Thu,16:05,66,18,15,-3
1058,3,Thu,16:10,66,20,17,-3
1059,3,Thu,16:15,66,21,18,-3
1060,3,Thu,16:20,66,23,20,-3
1061,3,Thu,16:25,66,25,22,-3
1062,3,Thu,16:30,66,26,23,-3
1063,3,Thu,16:35,66,26,23,-3
1064,3,Thu,16:40,66,26,23,-3
1065,3,Thu,16:45,66,26,23,-3
1066,3,Thu,16:50,66,25,23,-2
1067,3,Thu,16:55,66,24,21,-3
1068,3,Thu,17:00,66,23,20,-3
1069,3,Thu,17:05,66,22,20,-2
1070,3,Thu,17:10,66,21,19,-2
1071,3,Thu,17:15,66,21,19,-2
1072,3,Thu,17:20,66,21,19,-2
1073,3,Thu,17:25,66,20,17,-3
1074,3,Thu,17:30,66,18,15,-3
1075,3,Thu,17:35,66,18,15,-3
1076,3,Thu,17:40,66,13,11,-2
1077,3,Thu,17:45,66,13,11,-2
1078,3,Thu,17:50,66,12,11,-1
1079,3,Thu,17:55,66,12,11,-1
1080,3,Thu,18:00,66,12,11,-1
1081,3,Thu,18:05,66,12,11,-1
1082,3,Thu,18:10,66,12,12,0
1083,3,Thu,18:15,66,12,12,0
1084,3,Thu,18:20,66,12,12,0
1085,3,Thu,18:25,66,13,13,0
1086,3,Thu,18:30,66,14,14,0
1087,3,Thu,18:35,66,14,14,0
1088,3,Thu,18:40,66,16,16,0
1089,3,Thu,18:45,66,17,17,0
1090,3,Thu,18:50,66,17,17,0
1091,3,Thu,18:55,66,18,18,0
1092,3,Thu,19:00,66,23,23,0
1093,3,Thu,19:05,66,24,24,0
1094,3,Thu,19:10,66,25,24,-1
1095,3,Thu,19:15,66,25,24,-1
1096,3,Thu,19:20,66,25,24,-1
1097,3,Thu,19:25,66,25,24,-1
1098,3,Thu,19:30,66,25,24,-1
1099,3,Thu,19:35,66,27,26,-1
1100,3,Thu,19:40,66,29,28,-1
1101,3,Thu,19:45,66,31,30,-1
1102,3,Thu,19:50,66,33,32,-1
1103,3,Thu,19:55,66,37,36,-1
1104,3,Thu,20:00,66,37,36,-1
1105,3,Thu,20:05,66,39,38,-1
1106,3,Thu,20:10,66,41,40,-1
1107,3,Thu,20:15,66,44,43,-1
1108,3,Thu,20:20,66,45,44,-1
1109,3,Thu,20:25,66,45,44,-1
1110,3,Thu,20:30,66,46,45,-1
1111,3,Thu,20:35,66,49,48,-1
1112,3,Thu,20:40,66,52,51,-1
1113,3,Thu,20:45,66,55,54,-1
1114,3,Thu,20:50,66,58,57,-1
1115,3,Thu,20:55,66,60,59,-1
1116,3,Thu,21:00,66,62,62,0
1117,3,Thu,21:05,66,62,61,-1
1118,3,Thu,21:10,66,65,65,0
1119,3,Thu,21:15,66,66,66,0
1120,3,Thu,21:20,66,65,65,0
1121,3,Thu,21:25,66,64,64,0
1122,3,Thu,21:30,66,65,65,0
1123,3,Thu,21:35,66,64,64,0
1124,3,Thu,21:40,66,65,65,0
1125,3,Thu,21:45,66,66,66,0
1126,3,Thu,21:50,66,65,65,0
1127,3,Thu,21:55,66,65,65,0
1128,3,Thu,22:00,66,63,63,0
1129,3,Thu,22:05,66,61,61,0
1130,3,Thu,22:10,66,61,60,-1
1131,3,Thu,22:15,66,57,57,0
1132,3,Thu,22:20,66,53,53,0
1133,3,Thu,22:25,66,53,53,0
1134,3,Thu,22:30,66,49,49,0
1135,3,Thu,22:35,66,48,48,0
1136,3,Thu,22:40,66,45,45,0
1137,3,Thu,22:45,66,44,44,0
1138,3,Thu,22:50,66,41,41,0
1139,3,Thu,22:55,66,40,40,0
1140,3,Thu,23:00,66,39,39,0
1141,3,Thu,23:05,66,39,39,0
1142,3,Thu,23:10,66,33,33,0
1143,3,Thu,23:15,66,31,31,0
1144,3,Thu,23:20,66,27,27,0
1145,3,Thu,23:25,66,25,25,0
1146,3,Thu,23:30,66,23,23,0
1147,3,Thu,23:35,66,23,23,0
1148,3,Thu,23:40,66,22,22,0
1149,3,Thu,23:45,66,21,21,0
1150,3,Thu,23:50,66,19,19,0
1151,3,Thu,23:55,66,18,18,0
1152,4,Fri,00:00,66,17,17,0
1153,4,Fri,00:05,66,17,17,0
1154,4,Fri,00:10,66,17,17,0
1155,4,Fri,00:15,66,17,17,0
1156,4,Fri,00:20,66,18,17,-1
1157,4,Fri,00:25,66,21,20,-1
1158,4,Fri,00:30,66,25,24,-1
1159,4,Fri,00:35,66,27,26,-1
1160,4,Fri,00:40,66,28,27,-1
1161,4,Fri,00:45,66,29,29,0
1162,4,Fri,00:50,66,30,31,1
1163,4,Fri,00:55,66,30,32,2
1164,4,Fri,01:00,66,31,34,3
1165,4,Fri,01:05,66,34,37,3
1166,4,Fri,01:10,66,34,37,3
1167,4,Fri,01:15,66,39,41,2
1168,4,Fri,01:20,66,39,41,2
1169,4,Fri,01:25,66,40,42,2
1170,4,Fri,01:30,66,41,42,1
1171,4,Fri,01:35,66,43,44,1
1172,4,Fri,01:40,66,45,46,1
1173,4,Fri,01:45,66,46,47,1
1174,4,Fri,01:50,66,48,49,1
1175,4,Fri,01:55,66,49,51,2
1176,4,Fri,02:00,66,51,53,2
1177,4,Fri,02:05,66,51,53,2
1178,4,Fri,02:10,66,53,55,2
1179,4,Fri,02:15,66,55,57,2
1180,4,Fri,02:20,66,56,59,3
1181,4,Fri,02:25,66,56,60,4
1182,4,Fri,02:30,66,56,61,5
1183,4,Fri,02:35,66,56,60,4
1184,4,Fri,02:40,66,59,63,4
1185,4,Fri,02:45,66,57,61,4
1186,4,Fri,02:50,66,62,66,4
1187,4,Fri,02:55,66,61,64,3
1188,4,Fri,03:00,66,62,64,2
1189,4,Fri,03:05,66,63,66,3
1190,4,Fri,03:10,66,63,65,2
1191,4,Fri,03:15,66,66,66,0
1192,4,Fri,03:20,66,66,66,0
1193,4,Fri,03:25,66,65,63,-2
1194,4,Fri,03:30,66,64,62,-2
1195,4,Fri,03:35,66,63,61,-2
1196,4,Fri,03:40,66,64,62,-2
1197,4,Fri,03:45,66,61,59,-2
1198,4,Fri,03:50,66,60,57,-3
1199,4,Fri,03:55,66,61,58,-3
1200,4,Fri,04:00,66,59,56,-3
1201,4,Fri,04:05,66,61,57,-4
1202,4,Fri,04:10,66,61,57,-4
1203,4,Fri,04:15,66,61,57,-4
1204,4,Fri,04:20,66,58,54,-4
1205,4,Fri,04:25,66,58,55,-3
1206,4,Fri,04:30,66,56,53,-3
1207,4,Fri,04:35,66,57,53,-4
1208,4,Fri,04:40,66,54,49,-5
1209,4,Fri,04:45,66,53,47,-6
1210,4,Fri,04:50,66,52,46,-6
1211,4,Fri,04:55,66,52,44,-8
1212,4,Fri,05:00,66,51,43,-8
1213,4,Fri,05:05,66,49,40,-9
1214,4,Fri,05:10,66,48,38,-10
1215,4,Fri,05:15,66,48,38,-10
1216,4,Fri,05:20,66,48,38,-10
1217,4,Fri,05:25,66,47,37,-10
1218,4,Fri,05:30,66,45,34,-11
1219,4,Fri,05:35,66,44,33,-11
1220,4,Fri,05:40,66,41,31,-10
1221,4,Fri,05:45,66,40,31,-9
1222,4,Fri,05:50,66,38,29,-9
1223,4,Fri,05:55,66,35,27,-8
1224,4,Fri,06:00,66,34,26,-8
1225,4,Fri,06:05,66,33,25,-8
1226,4,Fri,06:10,66,32,24,-8
1227,4,Fri,06:15,66,28,21,-7
1228,4,Fri,06:20,66,28,21,-7
1229,4,Fri,06:25,66,24,17,-7
1230,4,Fri,06:30,66,23,16,-7
1231,4,Fri,06:35,66,20,13,-7
1232,4,Fri,06:40,66,18,11,-7
1233,4,Fri,06:45,66,17,10,-7
1234,4,Fri,06:50,66,15,8,-7
1235,4,Fri,06:55,66,15,8,-7
1236,4,Fri,07:00,66,14,7,-7
1237,4,Fri,07:05,66,14,7,-7
1238,4,Fri,07:10,66,14,7,-7
1239,4,Fri,07:15,66,15,8,-7
1240,4,Fri,07:20,66,15,8,-7
1241,4,Fri,07:25,66,15,7,-8
1242,4,Fri,07:30,66,15,7,-8
1243,4,Fri,07:35,66,17,9,-8
1244,4,Fri,07:40,66,17,9,-8
1245,4,Fri,07:45,66,18,10,-8
1246,4,Fri,07:50,66,18,10,-8
1247,4,Fri,07:55,66,19,11,-8
1248,4,Fri,08:00,66,19,11,-8
1249,4,Fri,08:05,66,20,12,-8
1250,4,Fri,08:10,66,20,12,-8
1251,4,Fri,08:15,66,22,14,-8
1252,4,Fri,08:20,66,24,16,-8
1253,4,Fri,08:25,66,25,17,-8
1254,4,Fri,08:30,66,25,17,-8
1255,4,Fri,08:35,66,27,19,-8
1256,4,Fri,08:40,66,27,19,-8
1257,4,Fri,08:45,66,28,20,-8
1258,4,Fri,08:50,66,29,21,-8
1259,4,Fri,08:55,66,33,25,-8
1260,4,Fri,09:00,66,37,28,-9
1261,4,Fri,09:05,66,38,29,-9
1262,4,Fri,09:10,66,40,31,-9
1263,4,Fri,09:15,66,43,34,-9
1264,4,Fri,09:20,66,44,35,-9
1265,4,Fri,09:25,66,44,35,-9
1266,4,Fri,09:30,66,44,37,-7
1267,4,Fri,09:35,66,44,37,-7
1268,4,Fri,09:40,66,45,38,-7
1269,4,Fri,09:45,66,44,37,-7
1270,4,Fri,09:50,66,44,37,-7
1271,4,Fri,09:55,66,43,36,-7
1272,4,Fri,10:00,66,42,35,-7
1273,4,Fri,10:05,66,41,34,-7
1274,4,Fri,10:10,66,41,34,-7
1275,4,Fri,10:15,66,40,33,-7
1276,4,Fri,10:20,66,40,33,-7
1277,4,Fri,10:25,66,36,29,-7
1278,4,Fri,10:30,66,32,25,-7
1279,4,Fri,10:35,66,30,24,-6
1280,4,Fri,10:40,66,31,25,-6
1281,4,Fri,10:45,66,33,26,-7
1282,4,Fri,10:50,66,32,25,-7
1283,4,Fri,10:55,66,31,24,-7
1284,4,Fri,11:00,66,28,22,-6
1285,4,Fri,11:05,66,27,21,-6
1286,4,Fri,11:10,66,26,20,-6
1287,4,Fri,11:15,66,25,19,-6
1288,4,Fri,11:20,66,24,19,-5
1289,4,Fri,11:25,66,23,18,-5
1290,4,Fri,11:30,66,23,18,-5
1291,4,Fri,11:35,66,22,17,-5
1292,4,Fri,11:40,66,21,16,-5
1293,4,Fri,11:45,66,18,13,-5
1294,4,Fri,11:50,66,18,13,-5
1295,4,Fri,11:55,66,17,12,-5
1296,4,Fri,12:00,66,15,10,-5
1297,4,Fri,12:05,66,15,10,-5
1298,4,Fri,12:10,66,14,9,-5
1299,4,Fri,12:15,66,14,9,-5
1300,4,Fri,12:20,66,12,7,-5
1301,4,Fri,12:25,66,12,8,-4
1302,4,Fri,12:30,66,12,8,-4
1303,4,Fri,12:35,66,12,8,-4
1304,4,Fri,12:40,66,12,8,-4
1305,4,Fri,12:45,66,10,6,-4
1306,4,Fri,12:50,66,10,6,-4
1307,4,Fri,12:55,66,10,6,-4
1308,4,Fri,13:00,66,9,5,-4
1309,4,Fri,13:05,66,9,5,-4
1310,4,Fri,13:10,66,9,5,-4
1311,4,Fri,13:15,66,9,5,-4
1312,4,Fri,13:20,66,9,5,-4
1313,4,Fri,13:25,66,8,4,-4
1314,4,Fri,13:30,66,9,5,-4
1315,4,Fri,13:35,66,10,6,-4
1316,4,Fri,13:40,66,10,6,-4
1317,4,Fri,13:45,66,10,6,-4
1318,4,Fri,13:50,66,10,6,-4
1319,4,Fri,13:55,66,10,6,-4
1320,4,Fri,14:00,66,9,5,-4
1321,4,Fri,14:05,66,9,5,-4
1322,4,Fri,14:10,66,9,5,-4
1323,4,Fri,14:15,66,9,5,-4
1324,4,Fri,14:20,66,9,5,-4
1325,4,Fri,14:25,66,10,6,-4
1326,4,Fri,14:30,66,11,7,-4
1327,4,Fri,14:35,66,11,7,-4
1328,4,Fri,14:40,66,11,7,-4
1329,4,Fri,14:45,66,11,7,-4
1330,4,Fri,14:50,66,11,7,-4
1331,4,Fri,14:55,66,11,7,-4
1332,4,Fri,15:00,66,11,7,-4
1333,4,Fri,15:05,66,11,7,-4
1334,4,Fri,15:10,66,11,7,-4
1335,4,Fri,15:15,66,12,8,-4
1336,4,Fri,15:20,66,12,8,-4
1337,4,Fri,15:25,66,14,10,-4
1338,4,Fri,15:30,66,14,10,-4
1339,4,Fri,15:35,66,16,12,-4
1340,4,Fri,15:40,66,17,13,-4
1341,4,Fri,15:45,66,17,13,-4
1342,4,Fri,15:50,66,17,13,-4
1343,4,Fri,15:55,66,17,13,-4
1344,4,Fri,16:00,66,22,18,-4
1345,4,Fri,16:05,66,22,18,-4
1346,4,Fri,16:10,66,24,20,-4
1347,4,Fri,16:15,66,26,22,-4
1348,4,Fri,16:20,66,28,24,-4
1349,4,Fri,16:25,66,30,26,-4
1350,4,Fri,16:30,66,30,26,-4
1351,4,Fri,16:35,66,30,26,-4
1352,4,Fri,16:40,66,30,26,-4
1353,4,Fri,16:45,66,30,26,-4
1354,4,Fri,16:50,66,30,26,-4
1355,4,Fri,16:55,66,29,25,-4
1356,4,Fri,17:00,66,28,24,-4
1357,4,Fri,17:05,66,26,23,-3
1358,4,Fri,17:10,66,26,23,-3
1359,4,Fri,17:15,66,25,22,-3
1360,4,Fri,17:20,66,25,22,-3
1361,4,Fri,17:25,66,23,20,-3
1362,4,Fri,17:30,66,20,18,-2
1363,4,Fri,17:35,66,20,18,-2
1364,4,Fri,17:40,66,17,14,-3
1365,4,Fri,17:45,66,17,14,-3
1366,4,Fri,17:50,66,16,13,-3
1367,4,Fri,17:55,66,16,13,-3
1368,4,Fri,18:00,66,17,14,-3
1369,4,Fri,18:05,66,17,14,-3
1370,4,Fri,18:10,66,18,15,-3
1371,4,Fri,18:15,66,18,15,-3
1372,4,Fri,18:20,66,19,16,-3
1373,4,Fri,18:25,66,19,16,-3
1374,4,Fri,18:30,66,20,17,-3
1375,4,Fri,18:35,66,20,17,-3
1376,4,Fri,18:40,66,21,18,-3
1377,4,Fri,18:45,66,21,18,-3
1378,4,Fri,18:50,66,21,18,-3
1379,4,Fri,18:55,66,22,19,-3
1380,4,Fri,19:00,66,28,25,-3
1381,4,Fri,19:05,66,28,25,-3
1382,4,Fri,19:10,66,28,25,-3
1383,4,Fri,19:15,66,28,25,-3
1384,4,Fri,19:20,66,30,27,-3
1385,4,Fri,19:25,66,31,28,-3
1386,4,Fri,19:30,66,32,29,-3
1387,4,Fri,19:35,66,34,31,-3
1388,4,Fri,19:40,66,35,33,-2
1389,4,Fri,19:45,66,38,36,-2
1390,4,Fri,19:50,66,39,37,-2
1391,4,Fri,19:55,66,42,40,-2
1392,4,Fri,20:00,66,42,40,-2
1393,4,Fri,20:05,66,45,44,-1
1394,4,Fri,20:10,66,50,49,-1
1395,4,Fri,20:15,66,51,50,-1
1396,4,Fri,20:20,66,52,51,-1
1397,4,Fri,20:25,66,52,51,-1
1398,4,Fri,20:30,66,53,52,-1
1399,4,Fri,20:35,66,56,55,-1
1400,4,Fri,20:40,66,58,57,-1
1401,4,Fri,20:45,66,62,61,-1
1402,4,Fri,20:50,66,62,61,-1
1403,4,Fri,20:55,66,64,63,-1
1404,4,Fri,21:00,66,64,64,0
1405,4,Fri,21:05,66,63,63,0
1406,4,Fri,21:10,66,64,64,0
1407,4,Fri,21:15,66,65,65,0
1408,4,Fri,21:20,66,65,65,0
1409,4,Fri,21:25,66,64,64,0
1410,4,Fri,21:30,66,65,65,0
1411,4,Fri,21:35,66,66,66,0
1412,4,Fri,21:40,66,63,64,1
1413,4,Fri,21:45,66,63,64,1
1414,4,Fri,21:50,66,64,64,0
1415,4,Fri,21:55,66,65,65,0
1416,4,Fri,22:00,66,64,64,0
1417,4,Fri,22:05,66,61,61,0
1418,4,Fri,22:10,66,61,61,0
1419,4,Fri,22:15,66,58,58,0
1420,4,Fri,22:20,66,55,55,0
1421,4,Fri,22:25,66,54,53,-1
1422,4,Fri,22:30,66,49,48,-1
1423,4,Fri,22:35,66,47,46,-1
1424,4,Fri,22:40,66,43,42,-1
1425,4,Fri,22:45,66,42,41,-1
1426,4,Fri,22:50,66,40,39,-1
1427,4,Fri,22:55,66,40,39,-1
1428,4,Fri,23:00,66,39,38,-1
1429,4,Fri,23:05,66,39,38,-1
1430,4,Fri,23:10,66,35,34,-1
1431,4,Fri,23:15,66,35,34,-1
1432,4,Fri,23:20,66,31,30,-1
1433,4,Fri,23:25,66,29,28,-1
1434,4,Fri,23:30,66,26,25,-1
1435,4,Fri,23:35,66,26,25,-1
1436,4,Fri,23:40,66,25,24,-1
1437,4,Fri,23:45,66,23,22,-1
1438,4,Fri,23:50,66,20,19,-1
1439,4,Fri,23:55,66,19,18,-1
1440,5,Sat,00:00,66,18,17,-1
1441,5,Sat,00:05,66,18,17,-1
1442,5,Sat,00:10,66,18,16,-2
1443,5,Sat,00:15,66,18,16,-2
1444,5,Sat,00:20,66,19,17,-2
1445,5,Sat,00:25,66,21,20,-1
1446,5,Sat,00:30,66,22,24,2
1447,5,Sat,00:35,66,23,25,2
1448,5,Sat,00:40,66,24,26,2
1449,5,Sat,00:45,66,25,27,2
1450,5,Sat,00:50,66,28,30,2
1451,5,Sat,00:55,66,28,30,2
1452,5,Sat,01:00,66,30,32,2
1453,5,Sat,01:05,66,33,35,2
1454,5,Sat,01:10,66,33,35,2
1455,5,Sat,01:15,66,36,37,1
1456,5,Sat,01:20,66,37,38,1
1457,5,Sat,01:25,66,39,40,1
1458,5,Sat,01:30,66,40,41,1
1459,5,Sat,01:35,66,41,42,1
1460,5,Sat,01:40,66,43,44,1
1461,5,Sat,01:45,66,44,45,1
1462,5,Sat,01:50,66,46,47,1
1463,5,Sat,01:55,66,46,47,1
1464,5,Sat,02:00,66,49,49,0
1465,5,Sat,02:05,66,49,49,0
1466,5,Sat,02:10,66,50,50,0
1467,5,Sat,02:15,66,53,53,0
1468,5,Sat,02:20,66,54,54,0
1469,5,Sat,02:25,66,55,56,1
1470,5,Sat,02:30,66,56,57,1
1471,5,Sat,02:35,66,57,57,0
1472,5,Sat,02:40,66,61,59,-2
1473,5,Sat,02:45,66,62,60,-2
1474,5,Sat,02:50,66,65,64,-1
1475,5,Sat,02:55,66,64,64,0
1476,5,Sat,03:00,66,64,65,1
1477,5,Sat,03:05,66,65,66,1
1478,5,Sat,03:10,66,64,64,0
1479,5,Sat,03:15,66,66,66,0
1480,5,Sat,03:20,66,66,66,0
1481,5,Sat,03:25,66,63,63,0
1482,5,Sat,03:30,66,63,63,0
1483,5,Sat,03:35,66,64,63,-1
1484,5,Sat,03:40,66,65,62,-3
1485,5,Sat,03:45,66,62,59,-3
1486,5,Sat,03:50,66,60,57,-3
1487,5,Sat,03:55,66,61,57,-4
1488,5,Sat,04:00,66,58,54,-4
1489,5,Sat,04:05,66,58,54,-4
1490,5,Sat,04:10,66,58,54,-4
1491,5,Sat,04:15,66,57,53,-4
1492,5,Sat,04:20,66,54,49,-5
1493,5,Sat,04:25,66,53,48,-5
1494,5,Sat,04:30,66,52,47,-5
1495,5,Sat,04:35,66,53,47,-6
1496,5,Sat,04:40,66,50,44,-6
1497,5,Sat,04:45,66,47,41,-6
1498,5,Sat,04:50,66,45,39,-6
1499,5,Sat,04:55,66,42,38,-4
1500,5,Sat,05:00,66,42,38,-4
1501,5,Sat,05:05,66,40,35,-5
1502,5,Sat,05:10,66,38,33,-5
1503,5,Sat,05:15,66,40,35,-5
1504,5,Sat,05:20,66,40,35,-5
1505,5,Sat,05:25,66,39,33,-6
1506,5,Sat,05:30,66,36,30,-6
1507,5,Sat,05:35,66,37,31,-6
1508,5,Sat,05:40,66,35,29,-6
1509,5,Sat,05:45,66,34,28,-6
1510,5,Sat,05:50,66,33,27,-6
1511,5,Sat,05:55,66,31,24,-7
1512,5,Sat,06:00,66,31,24,-7
1513,5,Sat,06:05,66,30,23,-7
1514,5,Sat,06:10,66,29,22,-7
1515,5,Sat,06:15,66,26,19,-7
1516,5,Sat,06:20,66,26,19,-7
1517,5,Sat,06:25,66,22,15,-7
1518,5,Sat,06:30,66,21,14,-7
1519,5,Sat,06:35,66,18,11,-7
