tf,day_idx,dow,time_utc,contact_capacity,initial_contact_served,final_contact_served,delta_final_minus_initial
1520,5,Sat,06:40,66,16,9,-7
1521,5,Sat,06:45,66,15,8,-7
1522,5,Sat,06:50,66,13,6,-7
1523,5,Sat,06:55,66,13,6,-7
1524,5,Sat,07:00,66,12,5,-7
1525,5,Sat,07:05,66,12,5,-7
1526,5,Sat,07:10,66,13,6,-7
1527,5,Sat,07:15,66,14,7,-7
1528,5,Sat,07:20,66,14,7,-7
1529,5,Sat,07:25,66,13,6,-7
1530,5,Sat,07:30,66,13,6,-7
1531,5,Sat,07:35,66,15,8,-7
1532,5,Sat,07:40,66,15,8,-7
1533,5,Sat,07:45,66,16,9,-7
1534,5,Sat,07:50,66,16,9,-7
1535,5,Sat,07:55,66,17,10,-7
1536,5,Sat,08:00,66,17,10,-7
1537,5,Sat,08:05,66,18,11,-7
1538,5,Sat,08:10,66,18,11,-7
1539,5,Sat,08:15,66,20,13,-7
1540,5,Sat,08:20,66,21,14,-7
1541,5,Sat,08:25,66,22,15,-7
1542,5,Sat,08:30,66,23,16,-7
1543,5,Sat,08:35,66,25,18,-7
1544,5,Sat,08:40,66,25,18,-7
1545,5,Sat,08:45,66,27,20,-7
1546,5,Sat,08:50,66,28,21,-7
1547,5,Sat,08:55,66,32,25,-7
1548,5,Sat,09:00,66,35,28,-7
1549,5,Sat,09:05,66,36,30,-6
1550,5,Sat,09:10,66,37,31,-6
1551,5,Sat,09:15,66,40,34,-6
1552,5,Sat,09:20,66,41,35,-6
1553,5,Sat,09:25,66,43,37,-6
1554,5,Sat,09:30,66,43,37,-6
1555,5,Sat,09:35,66,43,37,-6
1556,5,Sat,09:40,66,44,38,-6
1557,5,Sat,09:45,66,43,37,-6
1558,5,Sat,09:50,66,43,37,-6
1559,5,Sat,09:55,66,42,36,-6
1560,5,Sat,10:00,66,41,35,-6
1561,5,Sat,10:05,66,40,34,-6
1562,5,Sat,10:10,66,40,34,-6
1563,5,Sat,10:15,66,40,34,-6
1564,5,Sat,10:20,66,39,34,-5
1565,5,Sat,10:25,66,35,30,-5
1566,5,Sat,10:30,66,32,27,-5
1567,5,Sat,10:35,66,31,26,-5
1568,5,Sat,10:40,66,32,26,-6
1569,5,Sat,10:45,66,32,27,-5
1570,5,Sat,10:50,66,31,26,-5
1571,5,Sat,10:55,66,30,25,-5
1572,5,Sat,11:00,66,28,23,-5
1573,5,Sat,11:05,66,27,22,-5
1574,5,Sat,11:10,66,27,22,-5
1575,5,Sat,11:15,66,26,21,-5
1576,5,Sat,11:20,66,24,19,-5
1577,5,Sat,11:25,66,23,18,-5
1578,5,Sat,11:30,66,23,18,-5
1579,5,Sat,11:35,66,22,17,-5
1580,5,Sat,11:40,66,21,17,-4
1581,5,Sat,11:45,66,18,14,-4
1582,5,Sat,11:50,66,18,14,-4
1583,5,Sat,11:55,66,17,13,-4
1584,5,Sat,12:00,66,15,11,-4
1585,5,Sat,12:05,66,15,11,-4
1586,5,Sat,12:10,66,14,10,-4
1587,5,Sat,12:15,66,14,10,-4
1588,5,Sat,12:20,66,12,8,-4
1589,5,Sat,12:25,66,13,9,-4
1590,5,Sat,12:30,66,13,9,-4
1591,5,Sat,12:35,66,13,9,-4
1592,5,Sat,12:40,66,13,9,-4
1593,5,Sat,12:45,66,11,7,-4
1594,5,Sat,12:50,66,11,7,-4
1595,5,Sat,12:55,66,11,7,-4
1596,5,Sat,13:00,66,10,6,-4
1597,5,Sat,13:05,66,10,6,-4
1598,5,Sat,13:10,66,10,6,-4
1599,5,Sat,13:15,66,10,6,-4
1600,5,Sat,13:20,66,10,6,-4
1601,5,Sat,13:25,66,9,5,-4
1602,5,Sat,13:30,66,10,6,-4
1603,5,Sat,13:35,66,11,7,-4
1604,5,Sat,13:40,66,11,7,-4
1605,5,Sat,13:45,66,11,7,-4
1606,5,Sat,13:50,66,11,7,-4
1607,5,Sat,13:55,66,11,7,-4
1608,5,Sat,14:00,66,10,6,-4
1609,5,Sat,14:05,66,10,6,-4
1610,5,Sat,14:10,66,10,6,-4
1611,5,Sat,14:15,66,10,6,-4
1612,5,Sat,14:20,66,10,6,-4
1613,5,Sat,14:25,66,11,7,-4
1614,5,Sat,14:30,66,12,8,-4
1615,5,Sat,14:35,66,12,8,-4
1616,5,Sat,14:40,66,12,8,-4
1617,5,Sat,14:45,66,12,8,-4
1618,5,Sat,14:50,66,12,8,-4
1619,5,Sat,14:55,66,12,8,-4
1620,5,Sat,15:00,66,11,7,-4
1621,5,Sat,15:05,66,11,7,-4
1622,5,Sat,15:10,66,11,7,-4
1623,5,Sat,15:15,66,12,8,-4
1624,5,Sat,15:20,66,12,8,-4
1625,5,Sat,15:25,66,14,10,-4
1626,5,Sat,15:30,66,14,10,-4
1627,5,Sat,15:35,66,16,12,-4
1628,5,Sat,15:40,66,17,13,-4
1629,5,Sat,15:45,66,17,13,-4
1630,5,Sat,15:50,66,17,13,-4
1631,5,Sat,15:55,66,17,13,-4
1632,5,Sat,16:00,66,21,17,-4
1633,5,Sat,16:05,66,21,17,-4
1634,5,Sat,16:10,66,23,19,-4
1635,5,Sat,16:15,66,24,20,-4
1636,5,Sat,16:20,66,26,22,-4
1637,5,Sat,16:25,66,27,23,-4
1638,5,Sat,16:30,66,28,24,-4
1639,5,Sat,16:35,66,28,24,-4
1640,5,Sat,16:40,66,28,24,-4
1641,5,Sat,16:45,66,28,24,-4
1642,5,Sat,16:50,66,27,23,-4
1643,5,Sat,16:55,66,25,21,-4
1644,5,Sat,17:00,66,24,20,-4
1645,5,Sat,17:05,66,22,19,-3
1646,5,Sat,17:10,66,22,19,-3
1647,5,Sat,17:15,66,22,19,-3
1648,5,Sat,17:20,66,22,19,-3
1649,5,Sat,17:25,66,20,17,-3
1650,5,Sat,17:30,66,19,16,-3
1651,5,Sat,17:35,66,19,16,-3
1652,5,Sat,17:40,66,15,11,-4
1653,5,Sat,17:45,66,15,11,-4
1654,5,Sat,17:50,66,15,11,-4
1655,5,Sat,17:55,66,15,11,-4
1656,5,Sat,18:00,66,16,12,-4
1657,5,Sat,18:05,66,16,12,-4
1658,5,Sat,18:10,66,16,13,-3
1659,5,Sat,18:15,66,16,13,-3
1660,5,Sat,18:20,66,17,14,-3
1661,5,Sat,18:25,66,17,14,-3
1662,5,Sat,18:30,66,18,14,-4
1663,5,Sat,18:35,66,18,14,-4
1664,5,Sat,18:40,66,18,15,-3
1665,5,Sat,18:45,66,17,14,-3
1666,5,Sat,18:50,66,17,14,-3
1667,5,Sat,18:55,66,18,15,-3
1668,5,Sat,19:00,66,24,21,-3
1669,5,Sat,19:05,66,24,21,-3
1670,5,Sat,19:10,66,25,21,-4
1671,5,Sat,19:15,66,25,21,-4
1672,5,Sat,19:20,66,27,23,-4
1673,5,Sat,19:25,66,28,23,-5
1674,5,Sat,19:30,66,28,23,-5
1675,5,Sat,19:35,66,30,25,-5
1676,5,Sat,19:40,66,33,28,-5
1677,5,Sat,19:45,66,36,31,-5
1678,5,Sat,19:50,66,37,32,-5
1679,5,Sat,19:55,66,39,34,-5
1680,5,Sat,20:00,66,38,34,-4
1681,5,Sat,20:05,66,42,38,-4
1682,5,Sat,20:10,66,45,42,-3
1683,5,Sat,20:15,66,46,43,-3
1684,5,Sat,20:20,66,48,45,-3
1685,5,Sat,20:25,66,49,46,-3
1686,5,Sat,20:30,66,51,49,-2
1687,5,Sat,20:35,66,54,52,-2
1688,5,Sat,20:40,66,56,54,-2
1689,5,Sat,20:45,66,59,58,-1
1690,5,Sat,20:50,66,61,60,-1
1691,5,Sat,20:55,66,63,62,-1
1692,5,Sat,21:00,66,65,64,-1
1693,5,Sat,21:05,66,64,63,-1
1694,5,Sat,21:10,66,65,64,-1
1695,5,Sat,21:15,66,66,65,-1
1696,5,Sat,21:20,66,66,65,-1
1697,5,Sat,21:25,66,65,64,-1
1698,5,Sat,21:30,66,65,64,-1
1699,5,Sat,21:35,66,63,62,-1
1700,5,Sat,21:40,66,63,62,-1
1701,5,Sat,21:45,66,63,62,-1
1702,5,Sat,21:50,66,65,63,-2
1703,5,Sat,21:55,66,66,64,-2
1704,5,Sat,22:00,66,65,63,-2
1705,5,Sat,22:05,66,63,61,-2
1706,5,Sat,22:10,66,63,61,-2
1707,5,Sat,22:15,66,59,57,-2
1708,5,Sat,22:20,66,56,54,-2
1709,5,Sat,22:25,66,56,54,-2
1710,5,Sat,22:30,66,52,50,-2
1711,5,Sat,22:35,66,50,48,-2
1712,5,Sat,22:40,66,46,44,-2
1713,5,Sat,22:45,66,45,43,-2
1714,5,Sat,22:50,66,41,39,-2
1715,5,Sat,22:55,66,41,39,-2
1716,5,Sat,23:00,66,40,38,-2
1717,5,Sat,23:05,66,41,39,-2
1718,5,Sat,23:10,66,37,35,-2
1719,5,Sat,23:15,66,36,34,-2
1720,5,Sat,23:20,66,34,32,-2
1721,5,Sat,23:25,66,32,30,-2
1722,5,Sat,23:30,66,28,26,-2
1723,5,Sat,23:35,66,28,26,-2
1724,5,Sat,23:40,66,27,25,-2
1725,5,Sat,23:45,66,25,23,-2
1726,5,Sat,23:50,66,22,20,-2
1727,5,Sat,23:55,66,21,19,-2
1728,6,Sun,00:00,66,20,18,-2
1729,6,Sun,00:05,66,20,18,-2
1730,6,Sun,00:10,66,20,18,-2
1731,6,Sun,00:15,66,20,18,-2
1732,6,Sun,00:20,66,21,19,-2
1733,6,Sun,00:25,66,24,22,-2
1734,6,Sun,00:30,66,23,23,0
1735,6,Sun,00:35,66,25,25,0
1736,6,Sun,00:40,66,26,26,0
1737,6,Sun,00:45,66,28,28,0
1738,6,Sun,00:50,66,30,30,0
1739,6,Sun,00:55,66,31,31,0
1740,6,Sun,01:00,66,33,32,-1
1741,6,Sun,01:05,66,35,34,-1
1742,6,Sun,01:10,66,35,34,-1
1743,6,Sun,01:15,66,40,38,-2
1744,6,Sun,01:20,66,41,39,-2
1745,6,Sun,01:25,66,43,41,-2
1746,6,Sun,01:30,66,44,42,-2
1747,6,Sun,01:35,66,45,44,-1
1748,6,Sun,01:40,66,46,46,0
1749,6,Sun,01:45,66,47,48,1
1750,6,Sun,01:50,66,48,50,2
1751,6,Sun,01:55,66,48,50,2
1752,6,Sun,02:00,66,50,53,3
1753,6,Sun,02:05,66,50,53,3
1754,6,Sun,02:10,66,51,54,3
1755,6,Sun,02:15,66,53,56,3
1756,6,Sun,02:20,66,55,56,1
1757,6,Sun,02:25,66,55,56,1
1758,6,Sun,02:30,66,56,57,1
1759,6,Sun,02:35,66,57,57,0
1760,6,Sun,02:40,66,59,61,2
1761,6,Sun,02:45,66,60,60,0
1762,6,Sun,02:50,66,66,64,-2
1763,6,Sun,02:55,66,65,64,-1
1764,6,Sun,03:00,66,65,64,-1
1765,6,Sun,03:05,66,66,66,0
1766,6,Sun,03:10,66,66,65,-1
1767,6,Sun,03:15,66,66,66,0
1768,6,Sun,03:20,66,66,66,0
1769,6,Sun,03:25,66,64,62,-2
1770,6,Sun,03:30,66,64,61,-3
1771,6,Sun,03:35,66,64,61,-3
1772,6,Sun,03:40,66,66,62,-4
1773,6,Sun,03:45,66,63,60,-3
1774,6,Sun,03:50,66,62,59,-3
1775,6,Sun,03:55,66,63,60,-3
1776,6,Sun,04:00,66,60,57,-3
1777,6,Sun,04:05,66,62,58,-4
1778,6,Sun,04:10,66,63,59,-4
1779,6,Sun,04:15,66,63,59,-4
1780,6,Sun,04:20,66,60,56,-4
1781,6,Sun,04:25,66,60,56,-4
1782,6,Sun,04:30,66,59,54,-5
1783,6,Sun,04:35,66,60,54,-6
1784,6,Sun,04:40,66,58,51,-7
1785,6,Sun,04:45,66,58,51,-7
1786,6,Sun,04:50,66,56,49,-7
1787,6,Sun,04:55,66,54,46,-8
1788,6,Sun,05:00,66,55,46,-9
1789,6,Sun,05:05,66,52,42,-10
1790,6,Sun,05:10,66,50,40,-10
1791,6,Sun,05:15,66,50,40,-10
1792,6,Sun,05:20,66,50,40,-10
1793,6,Sun,05:25,66,48,38,-10
1794,6,Sun,05:30,66,45,35,-10
1795,6,Sun,05:35,66,46,37,-9
1796,6,Sun,05:40,66,43,35,-8
1797,6,Sun,05:45,66,41,33,-8
1798,6,Sun,05:50,66,39,31,-8
1799,6,Sun,05:55,66,36,29,-7
1800,6,Sun,06:00,66,34,27,-7
1801,6,Sun,06:05,66,33,26,-7
1802,6,Sun,06:10,66,32,25,-7
1803,6,Sun,06:15,66,28,22,-6
1804,6,Sun,06:20,66,28,22,-6
1805,6,Sun,06:25,66,24,18,-6
1806,6,Sun,06:30,66,24,17,-7
1807,6,Sun,06:35,66,21,14,-7
1808,6,Sun,06:40,66,19,13,-6
1809,6,Sun,06:45,66,18,12,-6
1810,6,Sun,06:50,66,17,11,-6
1811,6,Sun,06:55,66,17,11,-6
1812,6,Sun,07:00,66,16,10,-6
1813,6,Sun,07:05,66,16,10,-6
1814,6,Sun,07:10,66,17,11,-6
1815,6,Sun,07:15,66,17,11,-6
1816,6,Sun,07:20,66,17,11,-6
1817,6,Sun,07:25,66,15,9,-6
1818,6,Sun,07:30,66,15,9,-6
1819,6,Sun,07:35,66,16,10,-6
1820,6,Sun,07:40,66,16,10,-6
1821,6,Sun,07:45,66,17,11,-6
1822,6,Sun,07:50,66,17,11,-6
1823,6,Sun,07:55,66,18,12,-6
1824,6,Sun,08:00,66,17,12,-5
1825,6,Sun,08:05,66,18,13,-5
1826,6,Sun,08:10,66,18,13,-5
1827,6,Sun,08:15,66,20,15,-5
1828,6,Sun,08:20,66,21,16,-5
1829,6,Sun,08:25,66,22,17,-5
1830,6,Sun,08:30,66,22,17,-5
1831,6,Sun,08:35,66,24,19,-5
1832,6,Sun,08:40,66,24,19,-5
1833,6,Sun,08:45,66,26,21,-5
1834,6,Sun,08:50,66,27,22,-5
1835,6,Sun,08:55,66,32,27,-5
1836,6,Sun,09:00,66,36,31,-5
1837,6,Sun,09:05,66,38,33,-5
1838,6,Sun,09:10,66,39,34,-5
1839,6,Sun,09:15,66,40,35,-5
1840,6,Sun,09:20,66,41,36,-5
1841,6,Sun,09:25,66,41,36,-5
1842,6,Sun,09:30,66,41,37,-4
1843,6,Sun,09:35,66,41,37,-4
1844,6,Sun,09:40,66,41,37,-4
1845,6,Sun,09:45,66,40,36,-4
1846,6,Sun,09:50,66,40,36,-4
1847,6,Sun,09:55,66,39,35,-4
1848,6,Sun,10:00,66,40,36,-4
1849,6,Sun,10:05,66,40,35,-5
1850,6,Sun,10:10,66,39,35,-4
1851,6,Sun,10:15,66,39,34,-5
1852,6,Sun,10:20,66,39,35,-4
1853,6,Sun,10:25,66,35,31,-4
1854,6,Sun,10:30,66,31,27,-4
1855,6,Sun,10:35,66,31,27,-4
1856,6,Sun,10:40,66,31,27,-4
1857,6,Sun,10:45,66,31,27,-4
1858,6,Sun,10:50,66,30,26,-4
1859,6,Sun,10:55,66,29,25,-4
1860,6,Sun,11:00,66,27,23,-4
1861,6,Sun,11:05,66,26,22,-4
1862,6,Sun,11:10,66,25,21,-4
1863,6,Sun,11:15,66,24,20,-4
1864,6,Sun,11:20,66,22,18,-4
1865,6,Sun,11:25,66,21,17,-4
1866,6,Sun,11:30,66,21,17,-4
1867,6,Sun,11:35,66,20,16,-4
1868,6,Sun,11:40,66,19,15,-4
1869,6,Sun,11:45,66,16,12,-4
1870,6,Sun,11:50,66,16,12,-4
1871,6,Sun,11:55,66,15,11,-4
1872,6,Sun,12:00,66,13,9,-4
1873,6,Sun,12:05,66,13,9,-4
1874,6,Sun,12:10,66,12,8,-4
1875,6,Sun,12:15,66,12,8,-4
1876,6,Sun,12:20,66,10,6,-4
1877,6,Sun,12:25,66,10,7,-3
1878,6,Sun,12:30,66,10,7,-3
1879,6,Sun,12:35,66,10,7,-3
1880,6,Sun,12:40,66,10,7,-3
1881,6,Sun,12:45,66,8,5,-3
1882,6,Sun,12:50,66,8,5,-3
1883,6,Sun,12:55,66,8,5,-3
1884,6,Sun,13:00,66,8,5,-3
1885,6,Sun,13:05,66,8,5,-3
1886,6,Sun,13:10,66,8,5,-3
1887,6,Sun,13:15,66,8,5,-3
1888,6,Sun,13:20,66,8,5,-3
1889,6,Sun,13:25,66,7,4,-3
1890,6,Sun,13:30,66,7,5,-2
1891,6,Sun,13:35,66,8,6,-2
1892,6,Sun,13:40,66,8,6,-2
1893,6,Sun,13:45,66,8,6,-2
1894,6,Sun,13:50,66,8,6,-2
1895,6,Sun,13:55,66,8,6,-2
1896,6,Sun,14:00,66,7,5,-2
1897,6,Sun,14:05,66,7,5,-2
1898,6,Sun,14:10,66,7,5,-2
1899,6,Sun,14:15,66,7,5,-2
1900,6,Sun,14:20,66,7,5,-2
1901,6,Sun,14:25,66,8,6,-2
1902,6,Sun,14:30,66,9,7,-2
1903,6,Sun,14:35,66,9,7,-2
1904,6,Sun,14:40,66,9,7,-2
1905,6,Sun,14:45,66,9,7,-2
1906,6,Sun,14:50,66,9,7,-2
1907,6,Sun,14:55,66,9,7,-2
1908,6,Sun,15:00,66,9,7,-2
1909,6,Sun,15:05,66,9,7,-2
1910,6,Sun,15:10,66,9,7,-2
1911,6,Sun,15:15,66,10,8,-2
1912,6,Sun,15:20,66,10,8,-2
1913,6,Sun,15:25,66,11,9,-2
1914,6,Sun,15:30,66,11,9,-2
1915,6,Sun,15:35,66,12,11,-1
1916,6,Sun,15:40,66,13,12,-1
1917,6,Sun,15:45,66,13,12,-1
1918,6,Sun,15:50,66,13,12,-1
1919,6,Sun,15:55,66,13,12,-1
1920,6,Sun,16:00,66,17,16,-1
1921,6,Sun,16:05,66,17,16,-1
1922,6,Sun,16:10,66,18,18,0
1923,6,Sun,16:15,66,19,19,0
1924,6,Sun,16:20,66,19,20,1
1925,6,Sun,16:25,66,20,21,1
1926,6,Sun,16:30,66,20,21,1
1927,6,Sun,16:35,66,20,21,1
1928,6,Sun,16:40,66,21,21,0
1929,6,Sun,16:45,66,21,21,0
1930,6,Sun,16:50,66,21,21,0
1931,6,Sun,16:55,66,20,20,0
1932,6,Sun,17:00,66,19,19,0
1933,6,Sun,17:05,66,19,19,0
1934,6,Sun,17:10,66,19,19,0
1935,6,Sun,17:15,66,17,18,1
1936,6,Sun,17:20,66,17,18,1
1937,6,Sun,17:25,66,15,16,1
1938,6,Sun,17:30,66,14,15,1
1939,6,Sun,17:35,66,14,15,1
1940,6,Sun,17:40,66,10,11,1
1941,6,Sun,17:45,66,10,11,1
1942,6,Sun,17:50,66,9,11,2
1943,6,Sun,17:55,66,9,11,2
1944,6,Sun,18:00,66,8,10,2
1945,6,Sun,18:05,66,8,10,2
1946,6,Sun,18:10,66,8,11,3
1947,6,Sun,18:15,66,8,11,3
1948,6,Sun,18:20,66,8,11,3
1949,6,Sun,18:25,66,8,11,3
1950,6,Sun,18:30,66,9,12,3
1951,6,Sun,18:35,66,9,12,3
1952,6,Sun,18:40,66,10,13,3
1953,6,Sun,18:45,66,10,13,3
1954,6,Sun,18:50,66,9,12,3
1955,6,Sun,18:55,66,9,13,4
1956,6,Sun,19:00,66,13,19,6
1957,6,Sun,19:05,66,13,19,6
1958,6,Sun,19:10,66,13,19,6
1959,6,Sun,19:15,66,13,19,6
1960,6,Sun,19:20,66,14,21,7
1961,6,Sun,19:25,66,15,21,6
1962,6,Sun,19:30,66,15,21,6
1963,6,Sun,19:35,66,17,23,6
1964,6,Sun,19:40,66,18,24,6
1965,6,Sun,19:45,66,18,25,7
1966,6,Sun,19:50,66,19,25,6
1967,6,Sun,19:55,66,25,31,6
1968,6,Sun,20:00,66,25,31,6
1969,6,Sun,20:05,66,29,35,6
1970,6,Sun,20:10,66,31,36,5
1971,6,Sun,20:15,66,32,37,5
1972,6,Sun,20:20,66,34,38,4
1973,6,Sun,20:25,66,34,38,4
1974,6,Sun,20:30,66,38,41,3
1975,6,Sun,20:35,66,40,43,3
1976,6,Sun,20:40,66,41,44,3
1977,6,Sun,20:45,66,43,45,2
1978,6,Sun,20:50,66,45,46,1
1979,6,Sun,20:55,66,45,46,1
1980,6,Sun,21:00,66,46,47,1
1981,6,Sun,21:05,66,46,47,1
1982,6,Sun,21:10,66,46,47,1
1983,6,Sun,21:15,66,47,48,1
1984,6,Sun,21:20,66,47,48,1
1985,6,Sun,21:25,66,47,48,1
1986,6,Sun,21:30,66,47,48,1
1987,6,Sun,21:35,66,47,48,1
1988,6,Sun,21:40,66,47,48,1
1989,6,Sun,21:45,66,47,48,1
1990,6,Sun,21:50,66,47,48,1
1991,6,Sun,21:55,66,48,49,1
1992,6,Sun,22:00,66,47,48,1
1993,6,Sun,22:05,66,45,46,1
1994,6,Sun,22:10,66,45,46,1
1995,6,Sun,22:15,66,41,42,1
1996,6,Sun,22:20,66,39,39,0
1997,6,Sun,22:25,66,39,39,0
1998,6,Sun,22:30,66,34,34,0
1999,6,Sun,22:35,66,32,32,0
2000,6,Sun,22:40,66,28,28,0
2001,6,Sun,22:45,66,27,27,0
2002,6,Sun,22:50,66,23,23,0
2003,6,Sun,22:55,66,22,22,0
2004,6,Sun,23:00,66,20,20,0
2005,6,Sun,23:05,66,20,20,0
2006,6,Sun,23:10,66,16,16,0
2007,6,Sun,23:15,66,15,15,0
2008,6,Sun,23:20,66,12,12,0
2009,6,Sun,23:25,66,10,10,0
2010,6,Sun,23:30,66,7,7,0
2011,6,Sun,23:35,66,7,7,0
2012,6,Sun,23:40,66,6,6,0
2013,6,Sun,23:45,66,3,3,0
2014,6,Sun,23:50,66,1,1,0
2015,6,Sun,23:55,66,0,0,0
